state,district,year,murder,attempt_to_murder,culpable_homicide_not_amounting_to_murder,rape,custodial_rape,other_rape,kidnapping_&_abduction,kidnapping_and_abduction_of_women_and_girls,kidnapping_and_abduction_of_others,dacoity,preparation_and_assembly_for_dacoity,robbery,burglary,theft,auto_theft,other_theft,riots,criminal_breach_of_trust,cheating,counterfieting,arson,hurt_grevious_hurt,dowry_deaths,assault_on_women_with_intent_to_outrage_her_modesty,insult_to_modesty_of_women,cruelty_by_husband_or_his_relatives,importation_of_girls_from_foreign_countries,causing_death_by_negligence,other_ipc_crimes,total_ipc_crimes,states_uts,attempt_to_commit_murder,attempt_to_commit_culpable_homicide,custodial_gang_rape,custodial_other_rape,rape_other_than_custodial,rape_gang_rape,rape_others,attempt_to_commit_rape,kidnapping_&_abduction_total,kidnapping_&_abduction_in_order_to_murder,kidnapping_for_ransom,kidnapping_&_abduction_of_women_to_compel_her_for_marriage,other_kidnapping,dacoity_with_murder,other_dacoity,making_preparation_and_assembly_for_committing_dacoity,criminal_trespass_burglary,criminal_trespass_or_burglary,house_trespass_&_house_breaking,other_thefts,unlawful_assembly,riots_communal,riots_industrial,riots_political,riots_caste_conflict,riots_sc_sts_vs_non_scs_sts,riots_other_caste_conflict,riots_agrarian,riots_students,riots_sectarian,riots_others,forgery,counterfeiting,counterfeit_offences_related_to_counterfeit_coin,counterfeiting_government_stamp,counterfeit_currency_&_bank_notes,counterfeiting_currency_notes_bank_notes,using_forged_or_counterfeiting_currency_bank_notes,possession_of_forged_or_counterfeiting_currency_bank_notes,making_or_possessing_materials_for_forged_currency_bank_notes,making_or_using_documents_resembling_currency,grievous_hurt,hurt,acid_attack,attempt_to_acid_attack,sexual_harassment,assault_or_use_of_criminal_force_to_women_with_intent_to_disrobe,voyeurism,stalking,other_assault_on_women,insult_to_the_modesty_of_women,at_office_premises,other_places_related_to_work,in_public_transport_system,"places_other_than_231,_232_&_233",importation_of_girls_from_foreign_country,deaths_due_to_negligent_driving_act,deaths_due_to_other_causes,offences_against_state,sedition,other_offences_against_state,offences_promoting_enmity_between_different_groups,promoting_enmity_between_different_groups,"imputation,_assertions_prejudicial_to_national_integration",extortion,disclosure_of_identity_of_victims,incidence_of_rash_driving,humantrafficking,unnatural_offence,total_cognizable_ipc_crimes,total_crime,weighted_severity_raw,risk_score,risk_level,previous_year_total_crime,previous_year_risk_score,rolling_3yr_total_crime,rolling_3yr_risk_score,crime_growth_rate,next_year_risk_score
HIMACHAL PRADESH,HAMIRPUR,2003,4,5.0,0,6,0,6.0,8,7.0,1.0,0,0.0,0,25.0,25,5,20.0,30,3,13,0.0,9,228.0,0,13,1.0,15,0.0,43,440,868.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,868.0,2783.0,1.69,green,851.0,1.64,799.0,1.555,1.9976498237367801,1.89
HIMACHAL PRADESH,HAMIRPUR,2004,9,8.0,1,5,0,5.0,10,7.0,3.0,0,0.0,0,37.0,42,7,35.0,34,9,9,0.0,3,239.0,0,24,2.0,23,0.0,37,444,936.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,936.0,3105.0,1.89,green,868.0,1.69,822.0,1.5999999999999999,7.834101382488479,1.94
HIMACHAL PRADESH,HAMIRPUR,2005,4,2.0,3,4,0,4.0,4,4.0,0.0,0,0.0,0,52.0,42,9,33.0,32,11,20,1.0,10,245.0,0,11,4.0,21,0.0,35,482,983.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,983.0,3186.0,1.94,green,936.0,1.89,885.0,1.74,5.021367521367521,2.08
HIMACHAL PRADESH,HAMIRPUR,2006,10,4.0,1,1,0,1.0,4,4.0,0.0,0,0.0,0,55.0,48,8,40.0,28,5,18,0.0,15,239.0,0,18,8.0,34,0.0,21,579,1088.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1088.0,3417.0,2.08,green,983.0,1.94,929.0,1.8399999999999999,10.681586978636826,2.25
HIMACHAL PRADESH,HAMIRPUR,2007,7,1.0,1,5,0,5.0,16,15.0,1.0,0,0.0,1,71.0,67,8,59.0,32,5,9,2.0,15,245.0,1,29,13.0,35,0.0,26,541,1122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1122.0,3700.0,2.25,green,1088.0,2.08,1002.3333333333334,1.97,3.125,2.0
HIMACHAL PRADESH,HAMIRPUR,2008,6,0.0,0,8,0,8.0,12,12.0,0.0,0,0.0,0,63.0,75,23,52.0,23,12,16,0.0,16,207.0,0,15,7.0,39,0.0,21,439,959.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,959.0,3284.0,2.0,green,1122.0,2.25,1064.3333333333333,2.09,-14.527629233511586,1.88
HIMACHAL PRADESH,HAMIRPUR,2009,6,4.0,1,9,0,9.0,16,14.0,2.0,0,0.0,1,35.0,42,18,24.0,30,7,27,0.0,13,199.0,0,22,5.0,30,0.0,31,458,936.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,936.0,3085.0,1.88,green,959.0,2.0,1056.3333333333333,2.11,-2.398331595411887,2.02
HIMACHAL PRADESH,HAMIRPUR,2010,11,4.0,3,11,0,11.0,19,16.0,3.0,0,0.0,0,46.0,37,11,26.0,34,6,29,0.0,12,222.0,0,27,23.0,17,0.0,25,489,1015.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1015.0,3328.0,2.02,green,936.0,1.88,1005.6666666666666,2.043333333333333,8.44017094017094,1.53
HIMACHAL PRADESH,HAMIRPUR,2011,3,5.0,0,5,0,5.0,8,7.0,1.0,0,0.0,0,29.0,35,13,22.0,21,6,16,0.0,5,182.0,0,17,12.0,5,0.0,27,417,793.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,793.0,2523.0,1.53,green,1015.0,2.02,970.0,1.9666666666666666,-21.87192118226601,1.64
HIMACHAL PRADESH,HAMIRPUR,2012,6,5.0,2,8,0,8.0,6,2.0,4.0,0,0.0,0,44.0,33,10,23.0,18,7,22,0.0,3,155.0,0,20,5.0,17,0.0,30,475,856.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,856.0,2697.0,1.64,green,793.0,1.53,914.6666666666666,1.8099999999999998,7.944514501891551,1.83
HIMACHAL PRADESH,HAMIRPUR,2013,6,2.0,0,12,0,12.0,16,11.0,5.0,0,0.0,0,66.0,45,23,22.0,16,8,41,1.0,3,163.0,0,31,20.0,23,0.0,41,379,873.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,873.0,3006.0,1.83,green,856.0,1.64,888.0,1.7299999999999998,1.9859813084112148,
HIMACHAL PRADESH,KANGRA,2001,24,16.0,3,18,0,18.0,30,21.0,9.0,1,0.0,4,146.0,108,26,82.0,125,1,29,1.0,26,280.0,1,43,0.0,58,0.0,2,1119,2035.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2035.0,6484.0,3.94,green,0.0,0.0,0.0,0.0,0.0,3.66
HIMACHAL PRADESH,KANGRA,2002,28,22.0,1,14,0,14.0,20,17.0,3.0,0,0.0,2,90.0,86,26,60.0,95,4,30,0.0,24,287.0,2,50,1.0,32,0.0,4,1169,1961.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1961.0,6027.0,3.66,green,2035.0,3.94,2035.0,3.94,-3.6363636363636362,3.52
HIMACHAL PRADESH,KANGRA,2003,38,16.0,0,8,0,8.0,7,6.0,1.0,1,0.0,2,75.0,70,30,40.0,121,6,15,2.0,18,223.0,0,28,0.0,35,0.0,9,1341,2015.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,5799.0,3.52,green,1961.0,3.66,1998.0,3.8,2.753697093319735,3.65
HIMACHAL PRADESH,KANGRA,2004,18,15.0,3,15,0,15.0,15,10.0,5.0,0,0.0,1,97.0,81,27,54.0,111,9,24,1.0,26,200.0,2,34,1.0,57,0.0,4,1343,2057.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2057.0,6013.0,3.65,green,2015.0,3.52,2003.6666666666667,3.706666666666667,2.0843672456575684,3.69
HIMACHAL PRADESH,KANGRA,2005,21,13.0,6,23,0,23.0,22,18.0,4.0,2,0.0,4,95.0,99,23,76.0,97,3,31,1.0,15,218.0,0,27,8.0,48,0.0,1,1289,2023.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023.0,6069.0,3.69,green,2057.0,3.65,2011.0,3.61,-1.6528925619834711,3.8
HIMACHAL PRADESH,KANGRA,2006,19,19.0,3,12,0,12.0,25,22.0,3.0,2,0.0,1,91.0,113,33,80.0,116,11,31,2.0,21,161.0,0,34,9.0,57,0.0,6,1395,2128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2128.0,6253.0,3.8,green,2023.0,3.69,2031.6666666666667,3.6199999999999997,5.190311418685121,4.05
HIMACHAL PRADESH,KANGRA,2007,22,11.0,1,20,0,20.0,25,19.0,6.0,0,0.0,1,94.0,125,31,94.0,136,12,31,1.0,13,197.0,3,38,4.0,72,0.0,6,1399,2211.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2211.0,6662.0,4.05,green,2128.0,3.8,2069.3333333333335,3.7133333333333334,3.9003759398496243,4.64
HIMACHAL PRADESH,KANGRA,2008,19,20.0,1,19,0,19.0,20,15.0,5.0,0,0.0,4,123.0,249,69,180.0,118,12,65,2.0,20,234.0,0,37,13.0,68,0.0,6,1260,2290.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2290.0,7630.0,4.64,green,2211.0,4.05,2120.6666666666665,3.8466666666666662,3.573043871551334,4.57
HIMACHAL PRADESH,KANGRA,2009,29,17.0,2,23,0,23.0,24,22.0,2.0,1,0.0,0,152.0,136,45,91.0,92,7,63,0.0,27,224.0,0,49,5.0,49,0.0,10,1576,2486.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2486.0,7515.0,4.57,green,2290.0,4.64,2209.6666666666665,4.163333333333333,8.558951965065502,4.56
HIMACHAL PRADESH,KANGRA,2010,27,12.0,2,22,0,22.0,38,33.0,5.0,1,0.0,1,143.0,139,49,90.0,101,16,81,2.0,26,240.0,0,60,8.0,53,0.0,11,1433,2416.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2416.0,7500.0,4.56,green,2486.0,4.57,2329.0,4.419999999999999,-2.815768302493966,5.04
HIMACHAL PRADESH,KANGRA,2011,21,7.0,2,32,0,32.0,68,55.0,13.0,0,0.0,4,219.0,171,46,125.0,85,12,80,3.0,20,186.0,1,60,12.0,42,0.0,7,1677,2709.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2709.0,8286.0,5.04,green,2416.0,4.56,2397.3333333333335,4.59,12.12748344370861,5.0
HIMACHAL PRADESH,KANGRA,2012,24,8.0,2,26,0,26.0,52,47.0,5.0,0,0.0,2,224.0,127,41,86.0,87,25,99,1.0,17,187.0,0,45,13.0,43,0.0,5,1823,2810.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2810.0,8227.0,5.0,green,2709.0,5.04,2537.0,4.723333333333333,3.728313030638612,5.05
HIMACHAL PRADESH,KANGRA,2013,28,15.0,1,33,0,33.0,61,53.0,8.0,0,0.0,6,139.0,112,37,75.0,73,14,72,1.0,21,152.0,0,100,31.0,53,0.0,8,1964,2884.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2884.0,8304.0,5.05,green,2810.0,5.0,2645.0,4.866666666666666,2.6334519572953736,
HIMACHAL PRADESH,KINNAUR,2001,5,0.0,0,6,0,6.0,3,3.0,0.0,0,0.0,0,24.0,2,0,2.0,4,2,0,0.0,1,4.0,0,4,0.0,2,0.0,26,64,147.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.0,546.0,0.33,green,0.0,0.0,0.0,0.0,0.0,0.37
HIMACHAL PRADESH,KINNAUR,2002,2,0.0,0,4,0,4.0,3,3.0,0.0,0,0.0,0,19.0,11,0,11.0,10,1,1,0.0,1,16.0,0,6,1.0,7,0.0,22,50,154.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,606.0,0.37,green,147.0,0.33,147.0,0.33,4.761904761904762,0.39
HIMACHAL PRADESH,KINNAUR,2003,3,1.0,1,6,0,6.0,4,4.0,0.0,0,0.0,0,36.0,16,0,16.0,9,2,1,0.0,0,9.0,0,2,0.0,2,0.0,17,47,156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.0,645.0,0.39,green,154.0,0.37,150.5,0.35,1.2987012987012987,0.44
HIMACHAL PRADESH,KINNAUR,2004,3,1.0,0,8,0,8.0,3,3.0,0.0,0,0.0,0,38.0,10,1,9.0,5,2,2,0.0,1,14.0,0,4,0.0,4,0.0,21,74,190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.0,729.0,0.44,green,156.0,0.39,152.33333333333334,0.36333333333333334,21.794871794871796,0.47
